Collection,Title,IA Creator,IA Publisher,Date,URL,IA ID,IA Subject,Zones,Illustration Level,Illustration Note,General Note,Gov Doc,Fiction / Poetry / Lit Crit,Diary / Memoir
x,Advertising & selling,,"[New York, N.Y. : M.C. Robbins]",1920-1926,"https://archive.org/details/prelinger_library?tab=collection&query=""Advertising+%26+selling""",,Advertising,"6.2,6.3",Bountiful,"Illustrations, ads",,,,
,Advertising outdoors,Outdoor Advertising Association of America,"Chicago, Ill. : Outdoor Advertising Association of America, Inc.",1930,http://www.archive.org/details/advertisingoutdo02outdrich/mode/thumb?view=theater,advertisingoutdo02outdrich,"Billboards -- Periodicals, Advertising, Outdoor -- Periodicals","6.2,8.2",Bountiful,Wondeful old billboards,,,,
x,Advocate of peace,American Peace Society,"[Boston, Mass. : American Peace Society]",1828-1931,"https://archive.org/details/prelinger_library?tab=collection&query=""Advocate+of+peace""",,"American Peace Society, International relations, Peace, Arbitration, International","11.2,10.2,11.0,0.6",,,,,,
x,Aerial Age,,,1918-1923,"https://archive.org/details/prelinger_library?tab=collection&query=""aerialage""",,,3.1,Bountiful,"Photos, Illustrations, Ads",,,,
x,Aero-Digest,,,1921-1956,"https://archive.org/details/prelinger_library?tab=collection&query=""aerodigest""",,,3.1,Bountiful,"Photos, Illustrations, Ads",,,,
,Age of transition : rural youth in a changing society,"Johnson, Helen W., 1910-","Washington, D.C. : Economic Research Service, U.S. Dept. of Agriculture",1967,http://www.archive.org/details/ageoftransitionr00johnrich/mode/thumb?view=theater,ageoftransitionr00johnrich,Rural youth,"2.7,10.4",Bountiful,"Photographs, Illustrations, Charts",,,,
,"Agricultural discontent in the Middle West, 1900-1939","Saloutos, Theodore",Lincoln University of Nebraska,1951,http://www.archive.org/details/agriculturaldisc00salorich/mode/thumb?view=theater,agriculturaldisc00salorich,"Agriculture -- Economic aspects Middle West, Agriculture and state -- United States","0.3,2.0 ",,,,,,
,Agriculture for beginners,"Burkett, Charles William, 1873-",Boston : Ginn & Company,c1904,http://www.archive.org/details/agricultureforbe00burkrich/mode/thumb?view=theater,agricultureforbe00burkrich,"Agriculture, Plants, Domestic animals",2.0,Bountiful,"Illustrations, Photos",,,,
,Agriculture for schools of the Pacific slope,"Hilgard, Eugene W. (Eugene Woldemar), 1833-1916","New York, The Macmillan company",1910,http://www.archive.org/details/agricultureforsc00hilgrich/mode/thumb?view=theater,agricultureforsc00hilgrich,"Agriculture, Agriculture -- Pacific States","2.0,0.1,0.2,10.0",Bountiful,"Illustrations, Photos",,,,
,Agriculture for southern schools,"Duggar, J. F. (John Frederick), 1868-","New York, Macmillan",1908,http://www.archive.org/details/agricultureforso00duggrich/mode/thumb?view=theater,agricultureforso00duggrich,Agriculture,2.0,Bountiful,"Illustrations, Photos",,,,
,"Air war; its psychological, technical and social implications","Pierce, Watson O'Dell, 1904-","New York, Modern Age Books, Inc",c1939,http://www.archive.org/details/airwaritspsychol00pierrich/mode/thumb?view=theater,airwaritspsychol00pierrich,"Aeronautics, Military, Aeronautics -- History, War","11.0,3.1",,,,,,
,Airport planning,"Froesch, Charles, 1896-","New York, J. Wiley and sons, inc.; London, Chapman & Hall, limited",1946,http://www.archive.org/details/airportplanning00froerich/mode/thumb?view=theater,airportplanning00froerich,Airports,"3.1,4.1",Light,Some aviation maps,,,,
,"Airports, their location","Hubbard, Henry Vincent, 1875-1947","Cambridge, Harvard university press",1930,http://www.archive.org/details/airportstheirloc00hubbrich/mode/thumb?view=theater,airportstheirloc00hubbrich,Airports. [from old catalog],2.0,,,,,,
,Airways of America: the United Air Lines; a geological and geographical description of the route from New York to Chicago and San Francisco,"Lobeck, Armin Kohl, 1886-1958.","New York, The Geographical press, Columbia University",1933,http://www.archive.org/details/airwaysofamerica00loberich/mode/thumb?view=theater,airwaysofamerica00loberich,"Airways -- United States, Physical geography -- United States, Geology -- United States, United States -- Guidebooks, United States -- Maps","0.1,3.1,4.1",Bountiful,"Maps, Photos",Interesting! A geographic guide published by the airlines about the geographic features you'd pass over on a certain route. wish we still did this.,,,
,"Aladdin, U. S. A.","Greenwood, Ernest, 1883- [from old catalog]","New York and London, Harper & brothers",1928,http://www.archive.org/details/aladdinusa00greerich/mode/thumb?view=theater,aladdinusa00greerich,"Electricity -- History. [from old catalog], Electric power. [from old catalog], Electric engineering -- United States. [from old catalog]",4.0,,,Introduction by Thomas Edison,,,
,Alaska ; a guide to the last American frontier,Writers' Program. Alaska,New York : Macmillan,1939,http://www.archive.org/details/alaskaguidetolas00writrich/mode/thumb?view=theater,alaskaguidetolas00writrich,Alaska,0.2,Light,Illustration,,,,
,Alaska today,"Denison, Webster, b. 1878","Caldwell, Idaho, Caxton Printers",1949,http://www.archive.org/details/alaskatoday00denirich/mode/thumb?view=theater,alaskatoday00denirich,Alaska -- Description and travel,0.2,Bountiful,"Mostly photos, illustrations",,,,
,Alaska--its resources and development,United States. National resources committee. [from old catalog],"Washington, U. S. Govt. print. off.",1938,http://www.archive.org/details/alaskaitsresourc1938unitrich/mode/thumb?view=theater,alaskaitsresourc1938unitrich,Mines and mineral resources,"0.2,2.3",Light,,,,,
,Algernon Charles Swinburne : a study,"Wratislaw, Theodore","London : Greening & Co., Ltd.",1900,http://www.archive.org/details/algernoncharless00wratrich/mode/thumb?view=theater,algernoncharless00wratrich,"Swinburne, Algernon Charles, 1837-1909","6.0,8.5",,,,,,
,Alien Americans; a study of race relations,"Schrieke, B. J. O. (Bertram Johannes Otto), 1890-1945","New York, The Viking Press",1936,http://www.archive.org/details/alienamericansst00schrrich/mode/thumb?view=theater,alienamericansst00schrrich,"African Americans, Asians -- United States, Mexicans -- United States, Indians of North America -- Southwest, New, United States -- Race relations","0.0,0.1,0.5,9.4,9.5,9.6",,,,,,
,All the way down; the violent underworld of street gangs,"Riccio, Vincent, 1919-","New York, Simon and Schuster",1962,http://www.archive.org/details/allwaydownviolen00riccrich/mode/thumb?view=theater,allwaydownviolen00riccrich,Juvenile delinquency -- New York (City),"0.4,4.2",,,,,,
x,All The Year Round,Charles Dickens,,1859-1878,"https://archive.org/details/prelinger_library?tab=collection&query=""All+The+Year+Round""",,,13.10,,,,,x,
,Almanac for New Yorkers 1938,Federal Writers' Project (N.Y.),New York : [Modern Age Books,1937,http://www.archive.org/details/almanacfornewyor38federich/mode/thumb?view=theater,almanacfornewyor38federich,"Almanacs, American, New York (N.Y.) -- Periodicals","0.4,14.1 ",Bountiful,Illustrations,,,,
,Almanac for New Yorkers 1939,Federal Writers' Project (N.Y.),New York : Modern Age Books,1937,http://www.archive.org/details/almanacfornewyor00federich/mode/thumb?view=theater,almanacfornewyor00federich,"Almanacs, American, New York (N.Y.) -- Periodicals","0.4,14.1 ",Bountiful,Illustrations,,,,
,Almanac for thirty-niners,Federal Writers' Project of the Works Progress Administration of Northern California,"Stanford University, Calif. : J.L. Delkin",c1938,http://www.archive.org/details/almanacforthirty00federich/mode/thumb?view=theater,almanacforthirty00federich,"Almanacs, American, San Francisco (Calif.)","0.0,14.1",Bountiful,Illustrations,San Francisco almanac,,,
x,Amateur work,,"[Boston : F.A. Draper, Publisher]",1902-1906,"https://archive.org/details/prelinger_library?tab=collection&query=""Amateur+work""",,"Handicraft, Electricity","2.5,12.4",Bountiful,"Illustrations, diagrams, mechanical drawings",,,,
,America at work..,"Fraser, John Foster. [from old catalog]",,1903,http://www.archive.org/details/americatwork00frasrich/mode/thumb?view=theater,americatwork00frasrich,,"4.1,11.4",Light,Photos,,,,
,America builds : The record of PWA,United States. Public works administration.,"Washington, U. S. Govt. print. off.",1939,http://www.archive.org/details/americabuilds00unitrich/mode/thumb?view=theater,americabuilds00unitrich,"United States. Public works administration., Public works -- United States","4.1,11.5",Medium,"Illustrations, infographics",,,,
,America faces the barricades,"Spivak, John L. (John Louis), b. 1897","New York, Covici, Friede",c1935,http://www.archive.org/details/americfacesbarri00spivrich/mode/thumb?view=theater,americfacesbarri00spivrich,"Labor and laboring classes -- United States 1914-, Unemployed -- United States., Communism -- United States 1917-, Poor -- United States. [from old catalog], United States -- Economic conditions 1918-, United States -- Social conditions.",11.4,,,,,,
,America faces the future,"Beard, Charles Austin, 1874-1948, ed","Boston, Houghton Mifflin Co.",1932,http://www.archive.org/details/americfacesfutur00bearrich/mode/thumb?view=theater,americfacesfutur00bearrich,"Industrial organization, Industrial policy -- United States, United States -- Economic policy, United States -- Economic conditions 1918-1945","2.6,4.1",,,,,,
,"America first, patriotic readings","McBrien, Jasper Leonidas, 1867- [from old catalog] ed","New York, Cincinnati [etc.] American book company",c1916,http://www.archive.org/details/americafirstpatr00mcbrrich/mode/thumb?view=theater,americafirstpatr00mcbrrich,Readers and speakers -- 1870- [from old catalog],8.2,Light,,,,,
,America for coming citizens,"Goldberger, Henry H. (Henry Harold), 1878-1969","New York, Chicago [etc.] C. Scribner's sons",c1922,http://www.archive.org/details/americaforcoming00goldrich/mode/thumb?view=theater,americaforcoming00goldrich,English language,8.2,,,,,,
,America strikes back; a record of contrasts,"Myers, Gustavus, 1872-1942","New York, I. Washburn, Inc",c1935,http://www.archive.org/details/americstrikesbac00myerrich/mode/thumb?view=theater,americstrikesbac00myerrich,"Political corruption, Fraud, United States -- Civilization, Europe -- Civilization, United States -- Relations Europe, Europe -- Relations United States",11.0,,,,,,
,"America's answer to the Russian challenge, in which electric power, as a common denominator, is requisitioned to throw light on the Russian enigma and the challenge it presents to western civilization","Sibley, Robert, 1881-","San Francisco, Calif., The Farallon Press",c1931,http://www.archive.org/details/americasanswerto00siblrich/mode/thumb?view=theater,americasanswerto00siblrich,"Communism -- Soviet Union, Electric power, Electric industries -- United States, Soviet Union -- Economic policy 1928-1932","4.0,11.0",,,,,,
,"America's new frontier, the Mountain West","Garnsey, Morris E., 1906-","New York, Knopf",1950,http://www.archive.org/details/americasnewfront00garnrich/mode/thumb?view=theater,americasnewfront00garnrich,Rocky Mountains Region,"0.3,1.0",Light,,,,,
,America's Opportunities,"Hall, Dorothy","Columbus, Ohio. ; New York. Charles E. Merrill",1946,http://www.archive.org/details/americasopportun00hallrich/mode/thumb?view=theater,americasopportun00hallrich,,8.2,Medium,Photos,,,,
,American government : with a consideration of the problems of democracy,"Magruder, Frank Abbott, 1882-1949",Boston : Allyn and Bacon,1917,http://www.archive.org/details/americangovernme00magrrich/mode/thumb?view=theater,americangovernme00magrrich,United States -- Politics and government,"4.1,10.1,10.2",,,,,,
x,American Health series,Charles C. Wilson,,1942,"https://archive.org/details/prelinger_library?tab=collection&query=""The+American+Health+Series""",,,"10.4,10.1,12.3",Bountiful,Color photos,,,,
,"American housing, problems and prospects",Twentieth Century Fund. Housing Committee,"New York, The Twentieth century fund",1944,http://www.archive.org/details/americanhousingp00twenrich/mode/thumb?view=theater,americanhousingp00twenrich,Building trades -- United States. [from old catalog],5.1,,,,,,
,American hurly-burly,"Bates, Ernest Sutherland, 1879-1939","New York, R. M. McBride & company",c1937,http://www.archive.org/details/americanhurlybur00baterich/mode/thumb?view=theater,americanhurlybur00baterich,"Current events, United States -- History 20th century, United States -- Social conditions",8.2,,,,,,
,American Journal of Public Hygiene,S.H. Durgin,,,http://www.archive.org/details/americanjournalo18shdurich/mode/thumb?view=theater,americanjournalo18shdurich,,12.4,,,,,,
,American miracle; the story of war construction around the world,"Sill, Van Rensselaer","New York, Odyssey Press",1947,http://www.archive.org/details/americanmiracles00sillrich/mode/thumb?view=theater,americanmiracles00sillrich,"World War, 1939-1945 -- Engineering and construction, World War, 1939-1945 -- United States","2.6,11.0,11.4",Bountiful,"Photos, illustrations, infographics",Strangely cartoony designs given the topic.,,,
x,American planning and civic annual,American Civic Association,"Washington, D.C., American Planning and Civic Association",1935-1948,"https://archive.org/details/prelinger_library?tab=collection&query=""American+planning+and+civic+annual""",,"National parks and reserves -- United States, City planning -- United States, Civic improvement, Roads -- United States, City planning, Cities and towns -- United States, United States -- Biography","2.1,2.7,4.1,4.2,5.1",Light,"Photos, Illustrations",,,,
x,American Society of Planning Officials: Proceedings,American Society of Planning Officials. Meeting,"Chicago, Ill. : American Society of Planning Officials",1938-1946,"https://archive.org/details/prelinger_library?tab=collection&query=""American+Society+of+Planning+Officials""",,"City planning, Regional planning","5.1,4.2,4.1",,,,,,
